OBJECTID,ID,LENGTH,DIR,LINKNUM,ANODE,BNODE,LINKNAME,RIVERNAME,AMILE,BMILE,LENGTH1,LENGTH_SRC,SHAPE_SRC,LINKTYPE,CTRL_DEPTH,WATERWAY,GEO_CLASS,FUNC_CLASS,WTWY_TYPE,CHART_ID,NUM_PAIRS,WHO_MOD,DATE_MOD,HEADING,STATE,FIPS,FIPS2,NON_US,SE_ANNO_CAD_DATA,KEY_ID,WTWY_UNIQ,MIN_MEAS,MAX_MEAS,SHAPE_Length
2833,304523,7.184893,0,2537800,18370,253580,"BIG THOROFARE, MD",BIG THOROFARE,0,0,7.17999983,V,DD,VANDERBILT,-1,7389,I,S,6,12230,9,H,08051996,E,MD,24,00, ,,2537800_7389-R2-1000,7389-R2-1000,0,6.93579359,0.121229360941371
2834,331318,1.416875,0,437140,16510,451000,"DE R BTWN PHILA, PA AND TRENTON, NJ",DELAWARE RIVER,116,0,1.41999996,V,DD,CORPS,12,5232,I,B,6, ,4,V,02161998,S,NJ,34,42, ,,437140_5232-R2-3,5232-R2-3,13.68660857,15.1171,0.0226425344647612
2835,319387,4.231442,0,624933,62410,225610,LAKE ONTARIO CANADIAN ACCESS,LAKE ONTARIO,19,15.4,4.23000002,V,JR,CORPS,40,3063,G,D,5,14800,2,V A,01201997,S,XX,99,00,CD,,624933_3063-R4-1003,3063-R4-1003,0,4.23097266,0.0613429002821152
2836,373226,15.148856,0,219200,37140,37130,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,15.14999962,V,JR,CORPS,99,9101,O,D,5,13325,2,V A,01201997,S,XX,99,00,AT,,219200_9101-R2-1192,9101-R2-1192,0,14.99554321,0.236636453598252
2837,347115,1.240409,0,2388400,238650,238690,"NONAMESSET IS., BUZZARDS BAY, MA",BUZZARDS BAY,0,0,1.24000001,V,VR,VANDERBILT,-1,7298,I,S,1,13229,4,R, ,E,MA,25,00, ,,2388400_7298-R2-1000,7298-R2-1000,0,1.19095331,0.0219847266250189
2838,164632,48.595413,0,324466,273140,7280,FLA-ATL DEEP WATER SPINE ACC,ATLANTIC DEEP WATER ACCESS,32.1,0,48.59999847,V,JR,CORPS,99,9155,O,D,5,11009,2,V A,01201997,E,XX,99,00,AT,,324466_9155-R2-1003,9155-R2-1003,0,47.0282,0.788705564855423
2839,294518,4.313812,0,471700,20140,20170,ATLANTIC DEEP WTR. SPINE VA,ATLANTIC DEEP WATER SPINE,1204,1195,4.30999994,V,JR,CORPS,99,9100,O,D,3,12207,2,V A,01201997,E,XX,99,00,AT,,471700_9100-R2-1000,9100-R2-1000,582.1802,586.3399,0.0726164907723162
2840,184322,3.498119,0,492000,32210,32280,"AIW-NORFOLK,VA TO ST JOHNS R,FL",ATLANTIC INTRACOASTAL WATERWAY,466,469.5,3.5,V,JR,CORPS,9,5685,I,S,2,11522,11,R, ,W,SC,45,00, ,,492000_5685-R2-2,5685-R2-2,0,3.33327263,0.0580368881150552
2841,327975,1.474039,0,435120,301420,302770,"DELAWARE R, PHILA, PA (TO THE SEA)",DELAWARE RIVER,82.3,81,1.47000003,V,DN,CORPS,40,5250,I,B,6,12312,2,V,12291997,W,NJ,34,42, ,,435120_5250-R2-1,5250-R2-1,76.59464005,78.0070142,0.0260279776682668
2842,361284,1.765521,0,280900,18460,17650,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2014,2012,1.76999998,V,JR,CORPS,99,9100,O,D,5,13009,2,V A,01201997,W,XX,99,00,AT,,280900_9100-R2-1002,9100-R2-1002,518.7724,520.4361,0.034733905726792
2843,275376,2.290552,0,484975,258510,31520,"LOWER MIDNIGHT CHANNEL, NC",ATLANTIC INTRACOASTAL WATERWAY,297.1,299,2.28999996,V,JR,CORPS,12,5680,I,S,2,11537,3, , ,S,NC,37,00, ,,484975_5680-R2-1,5680-R2-1,1.56742702,3.8402,0.0355801015190223
2844,357897,2.039507,0,373800,10350,10380,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,1811,1808,2.03999996,V,JR,CORPS,99,9100,O,D,5,13267,2,V A,01201997,S,XX,99,00,AT,,373800_9100-R2-1002,9100-R2-1002,419.8359,421.8301,0.0338001785618063
2845,177423,5.712476,0,501200,33030,33060,"DARIEN HARBOR, GA",BACK RIVER,6,0,5.71000004,V,JR,CORPS,12,778,I,B,8,11510,7,V A,01201997,E,GA,13,00, ,,501200_778-R2-1,778-R2-1,0,5.5551,0.0947326662513595
2846,364114,25.411776,0,281200,17580,19220,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,25.40999985,V,JR,CORPS,99,9101,O,U,5,13288,3,V A,01201997,S,XX,99,00,AT,,281200_9101-R2-1113,9101-R2-1113,0,25.39901361,0.369489853950125
2847,295420,10.907351,0,462633,19230,18870,"CRADDOCK CREEK, VA",CRADDOCK CREEK,7,2.6,10.90999985,V,JR,CORPS,1,608,I,S,6,12225,5,V,01091998,W,VA,51,00, ,,462633_608-R2-2,608-R2-2,0,10.29912281,0.195711525362807
2848,347165,0.657766,0,2386100,238670,11500,"WOODS HOLE, MA",LITTLE HARBOR,0,0,0.64999998,V,VR,VANDERBILT,-1,7113,I,B,1,13229,3,R, ,S,MA,25,00, ,,2386100_7113-R2-1000,7113-R2-1000,0,0.64911297,0.0102206938116716
2849,306108,1.05382,0,2533600,253110,253120,"MCCREADYS CR, MD",MCCREADYS CREEK,0,0,1.04999995,V,VR,VANDERBILT,-1,7343,I,S,6,12230,2,R, ,S,MD,24,00, ,,2533600_7343-R2-1,7343-R2-1,0,1.03203067,0.0168700111661569
2850,376483,35.192902,0,214100,37650,37640,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,35.18999863,V,JR,CORPS,99,9101,O,D,5,13325,2,V A,01201997,E,XX,99,00,AT,,214100_9101-R2-1212,9101-R2-1212,0,46.56162732,0.873595621616313
2851,330095,0.887797,0,436000,16400,16390,"SCHUYLKILL RIVER, PA",SCHUYLKILL RIVER,7,0,0.88,V,DD,CORPS,33,557,I,S,6,12312,3,V,01021998,S,PA,42,00, ,,436000_557-R2-1,557-R2-1,0,0.88098926,0.0128691447834281
2852,359862,27.85589,0,368566,9860,9850,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,0,0,27.86000061,V,JR,CORPS,99,9101,O,D,5,13278,2,V A,01201997,E,XX,99,00,AT,,368566_9101-R2-1080,9101-R2-1080,0,26.16980508,0.550255669844029
2853,345938,1.020842,0,2398500,239820,239830,"COGGESHALL PT, RI",NARRAGANSETT BAY,0,0,1.01999998,V,VR,VANDERBILT,-1,7249,I,B,1,13223,3,R, ,W,RI,44,00, ,,2398500_7249-R2-1000,7249-R2-1000,0,0.96941961,0.0189802807810921
2854,299854,3.668556,0,461200,19090,19070,"RAPPAHANNOCK RIVER, VA",RAPPAHANNOCK RIVER,29,27,3.67000008,V,JR,CORPS,12,623,I,S,6,12220,2, , ,E,VA,51,00, ,,461200_623-R2-1,623-R2-1,32.4613,35.9968,0.0622700640534708
2855,185210,19.532173,0,491500,32180,32170,"COOPER RIVER ABOVE CHARLESTON, SC",COOPER RIVER,53,15,19.53000069,V,JR,CORPS,13,862,I,S,6,0,76,V1,05311994,S,SC,45,00, ,,491500_862-R2-1,862-R2-1,0,16.54940504,0.267346109049313
2856,263602,13.280766,0,618033,61710,225380,LAKE ERIE SPINE AMERICAN ACCES,LAKE ERIE,19,4.5,13.27999973,V,JR,CORPS,60,3291,G,D,5,14820,2, , ,S,OH,39,00, ,,618033_3291-R4-1001,3291-R4-1001,0,13.18322689,0.201519329331647
2857,366505,1.502719,0,249200,36100,35700,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2110,2108,1.5,V,JR,CORPS,99,9100,O,D,5,13009,2,V A,01201997,W,XX,99,00,AT,,249200_9100-R2-1002,9100-R2-1002,573.8689,575.3057,0.0280361353054308
2858,361494,2.904007,0,365600,9540,9570,"ATLANTIC DEEP WATER SPINE, ME",ATLANTIC DEEP WATER SPINE,1894,1892,2.9000001,V,JR,CORPS,99,9100,O,D,5,13288,2,V A,01201997,W,XX,99,00,AT,,365600_9100-R2-1002,9100-R2-1002,504.5422,507.2848,0.0567414701262566
2859,153590,27.611265,0,324966,273060,4760,GULF DEEP WATER SPINE ACCESS,GULF DEEP WATER ACCESS,32.8,0,27.61000061,V,JR,CORPS,99,9151,O,D,5,0,2,V A,01201997,W,XX,99,00,GM,,324966_9151-R2-1003,9151-R2-1003,0,26.7724,0.44642701867161
2860,363214,8.273996,0,364000,9410,9400,"SHEEPSCOT RIVER, ME",SHEEPSCOT RIVER,3,0,8.27000046,V,JR,CORPS,8,74,I,B,6,13288,2,R, ,S,ME,23,00, ,,364000_74-R2-1000,74-R2-1000,0,8.26912467,0.120389941088518
2861,364862,2.799975,0,279100,20230,19750,"MUSCONGUS BAY, ME ACCESS, ME",MUSCONGUS BAY,5,0,2.79999995,V,JR,CORPS,99,9113,I,U,1,13302,2,V A,01201997,S,XX,99,00,AT,,279100_9113-R2-1006,9113-R2-1006,0,2.78235935,0.0424783625997231
2862,295581,2.132244,0,519400,34970,38030,"DELAWARE BAY WATERWAY, VA",VIRGINIA INTRACOASTAL WATERWAY,55,52,2.13000011,V,JR,CORPS,6,600,I,S,1,12200,2,R, ,S,VA,51,00, ,,519400_600-R2-1001,600-R2-1001,15.5179,17.632,0.0310714908713655
2863,291185,3.428176,0,472230,19680,303020,"LAFAYETTE RIVER, VA",LAFAYETTE RIVER,3.4,0,3.43000007,V,DD,CORPS,8,670,I,S,6, ,5,V,01311996,E,VA,51,00, ,,472230_670-R2-2,670-R2-2,2.47577556,5.74290344,0.0534492937567884
2864,164620,24.220234,0,349033,5660,273140,FLA ATL SHALLOW WATER SPINE,FLORIDA SHALLOW WATER SPINE,316,281.6,24.21999931,V,JR,CORPS,20,9156,O,D,5,11476,2,V A,01201997,S,FL,12,00, ,,349033_9156-R2-1000,9156-R2-1000,283.152,307.2649,0.357777219831055
2865,372574,1.719022,0,224600,36920,36890,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2181,2179,1.72000003,V,JR,CORPS,99,9100,O,D,5,13006,2,V A,01201997,W,XX,99,00,AT,,224600_9100-R2-1002,9100-R2-1002,635.9758,637.6134,0.0328143628371024
2866,287088,0.43353,0,4100000,413000,19940, ,NANSEMOND RIVER,0,19,0.43000001,V,DD,CWIS,12,665,I,S,6,12220,2,V,05141997,N,VA,51,00, ,,4100000_665-R2-1,665-R2-1,15.02392798,15.45265204,0.00660234558239715
2867,357621,12.580359,0,378300,10840,10830,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,12.57999992,V,JR,CORPS,99,9101,O,D,5,13267,2,V A,01201997,E,XX,99,00,AT,,378300_9101-R2-1055,9101-R2-1055,0,11.95541876,0.235351924277463
2868,363883,26.759861,0,362100,9230,9220,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,26.76000023,V,JR,CORPS,99,9101,O,U,5,13288,3,V A,01201997,S,XX,99,00,AT,,362100_9101-R2-1110,9101-R2-1110,0,26.72237029,0.391702320540029
2869,308206,5.078879,0,441800,17210,17130,"MATAPEAKE, MD",CHESAPEAKE BAY,2,0,5.07999992,V,JR,CORPS,7,705,I,S,1,12263,3,R, ,W,MD,24,00, ,,441800_705-R2-1,705-R2-1,0,4.91547615,0.0852833518218652
2870,308435,0.318241,0,2510500,251060,251050,"MARINE CHANNEL, PATAPSCO R, MD",MARINE CHANNEL,0,0,0.31,V,VR,VANDERBILT,-1,7342,I,B,8,12281,2, , ,W,MD,24,00, ,,2510500_7342-R2-1,7342-R2-1,0,0.34690546,0.00546938759126015
2871,275397,1.516685,0,2585000,258130,258500,"IW, CAROLINA BEACH, NC",ATLANTIC INTRACOASTAL WATERWAY,0,0,1.51999998,V,VR,VANDERBILT,-1,7335,I,S,2,11537,5,R, ,S,NC,37,00, ,,2585000_7335-R2-1000,7335-R2-1000,0,1.55682785,0.0228732196738615
2872,344456,0.192062,0,2399000,239910,239920,"GOAT ISLAND, RI",NEWPORT HARBOR,0,0,0.19,V,DD,VANDERBILT,-1,7255,I,B,1,13223,3,V,11251996,N,RI,44,00, ,,2399000_7255-R2-1000,7255-R2-1000,0,0.1874,0.00316668244761032
2873,164590,14.197661,0,348900,5650,6320,FLA ATL SHALLOW WATER SPINE ACCESS,FLORIDA SHALLOW WATER ACCESS,0,11,14.19999981,V,JR,CORPS,20,9157,O,D,5,11474,3,V A,01201997,W,FL,12,00, ,,348900_9157-R2-1008,9157-R2-1008,0,13.72644923,0.231102197329786
2874,187641,17.662951,0,488200,31840,31820,"BLACK RIVER, SC",BLACK RIVER,31,16,17.65999985,V,DD,CORPS,15,855,I,S,6,0,110,H,08061996,E,SC,45,00, ,,488200_855-R2-1,855-R2-1,28.618,45.88739689,0.288566561395649
2875,262920,1.565779,0,651300,61600,67700,"LAKE ERIE, INCL UPPER NIAGARA RIVER",LAKE ERIE,0,0,1.57000005,V,DN,CORPS,30,3201,G,D,1,14820,2,V2,06211994,W,OH,39,00, ,,651300_3201-R4-1012,3201-R4-1012,0,1.47479652,0.0299324714983551
2876,376571,2.312812,0,350800,8080,8090,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2249,2245,2.30999994,V,JR,CORPS,99,9100,O,D,5,13006,2,V A,01201997,S,XX,99,00,AT,,350800_9100-R2-1002,9100-R2-1002,722.1676,724.46295909,0.0355468594610706
2877,357060,2.312962,0,374400,10410,10440,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,1804,1801,2.30999994,V,JR,CORPS,99,9100,O,B,5,13267,2,V A,01201997,W,XX,99,00,AT,,374400_9100-R2-1002,9100-R2-1002,410.8722,413.1338,0.0382975876391928
2878,154211,16.969105,0,319300,4770,5510,GULF SHALLOW WATER SPINE ACCESS,FLORIDA SHALLOW WATER ACCESS,11,0,16.96999931,V,DD,CORPS,99,9153,I,D,8,11420,6,V A,01201997,W,FL,12,00, ,,319300_9153-R2-1004,9153-R2-1004,0,16.63660674,0.264865379401316
2879,308395,0.572856,0,2511900,251200,251170,"DUNDALK, PATAPSCO R, MD",PATAPSCO RIVER ACCESS,0,0,0.56999999,V,DD,VANDERBILT,-1,7394,I,B,1,12281,2,V,11251996,S,MD,24,00, ,,2511900_7394-R2-1002,7394-R2-1002,0,0.56238219,0.00911563426957671
2880,362107,5.894554,0,286900,4930,9520,"CASCO BAY, ME ACCESS, ME",CASCO BAY,7,0,5.88999987,V,JR,CORPS,10,9112,I,B,1,13290,2,R, ,S,ME,23,00, ,,286900_9112-R2-1006,9112-R2-1006,0,5.74225053,0.10069934113869
2881,291945,0.67762,0,468620,303240,303250,"HAMPTON CREEK, VA",HAMPTON CREEK,0,0,0.67000002,V,DD,CORPS,12,5738,I,S,6,12220,4,V,04301997,S,VA,51,00, ,,468620_5738-R2-1,5738-R2-1,2.62634806,3.3022,0.0107479915059839
2882,289521,1.630328,0,473200,20320,20310,"KNOBBS CREEK, NC",KNOBBS CREEK,3,0,1.63,V,DN,CORPS,10,673,I,S,6, ,26,V2,06301994,S,NC,37,00, ,,473200_673-R2-1,673-R2-1,0,1.68707489,0.028478541957463
2883,371886,1.845434,0,224900,36890,36860,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2179,2177,1.85000002,V,JR,CORPS,99,9100,O,D,5,13006,2,V A,01201997,W,XX,99,00,AT,,224900_9100-R2-1002,9100-R2-1002,634.2137,635.9758,0.0348763030065662
2884,288978,8.381824,0,466700,19630,19610,"YORK RIVER, VA",YORK RIVER,26,20,8.38000011,V,JR,CORPS,35,648,I,B,6,12220,2, , ,S,VA,51,00, ,,466700_648-R2-1,648-R2-1,26.1206,35.0608,0.149227535757032
2885,357016,10.343815,0,374233,10420,10410,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,0,0,10.34000015,V,JR,CORPS,99,9101,O,D,5,13267,3,V A,01201997,E,XX,99,00,AT,,374233_9101-R2-1064,9101-R2-1064,0,6.70686047,0.13901950042082
2886,179268,2.492759,0,2642700,264090,32710,BACK RIVER,BACK RIVER,0,0,2.49000001,V,VR,VANDERBILT,-1,7218,I,B,6,11512,4,R, ,E,SC,45,00, ,,2642700_7218-R2-1,7218-R2-1,0,2.19927932,0.0378263664441794
2887,293596,1.293429,0,459400,18920,18900,"RAPPAHANNOCK RIVER, VA",RAPPAHANNOCK RIVER,9,7,1.28999996,V,JR,CORPS,12,623,I,S,6,12225,2,R, ,E,VA,51,00, ,,459400_623-R2-1,623-R2-1,14.4327,15.6561,0.023298978558213
2888,280737,8.327396,0,478900,20860,20820,"NEUSE RIVER, NC",NEUSE RIVER,35,33,8.32999992,V,DD,CORPS,12,831,I,S,6,11552,45,H,08061996,S,NC,37,00, ,,478900_831-R2-3,831-R2-3,21.7536612,29.86040231,0.131289344271236
2889,366008,0.527267,0,252400,32260,33460,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2080,2078,0.51999998,V,JR,CORPS,99,9100,O,D,5,13009,2,V A,01201997,W,XX,99,00,AT,,252400_9100-R2-1002,9100-R2-1002,565.1838,565.6875,0.00986249876649172
2890,363067,1.67492,0,362300,18480,9250,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2020,2018,1.66999996,V,JR,CORPS,99,9100,O,D,5,13009,2,V A,01201997,W,XX,99,00,AT,,362300_9100-R2-1002,9100-R2-1002,523.6914,525.2752,0.0325232514477001
2891,154493,12.624949,0,322920,4610,273030,"EDGEMONT BAR CHANNEL, FL",EDGEMONT BAR CHANNEL,40,28,12.61999989,V,DD,CORPS,45,9151,O,D,5,11400,2,V,08102000,E,XX,99,00,GM,,322920_9151-R2-1004,9151-R2-1004,24.646,36.84848802,0.20562712118562
2892,164731,2.248304,0,2725300,272320,272230,BANANA RIVER,BANANA RIVER,0,0,2.25,V,VR,VANDERBILT,-1,7219,I,S,1,11484,3,R, ,S,FL,12,00, ,,2725300_7219-R2-1,7219-R2-1,5.95487848,8.17562449,0.0333398639895944
2893,345978,0.224319,0,2396700,239660,11870,"BRISTOL HARBOR, RI",BRISTOL HARBOR,0,0,0.22,V,VR,VANDERBILT,-1,190,I,S,1,13224,3,R, ,E,RI,44,00, ,,2396700_190-R2-1000,190-R2-1000,0,0.21138117,0.00428959900239851
2894,318115,5.460615,0,623300,62190,62180,"LAKE ONTARIO WESTERN SPINE,CA",LAKE ONTARIO,13,6,5.46000004,V,JR,CORPS,40,3067,G,D,5,14800,2,V A,01201997,E,XX,99,00,CD,,623300_3067-R4-1000,3067-R4-1000,0,5.17480026,0.105099044453499
2895,309041,6.507846,0,436800,17350,17340,"EASTERN BAY, MD ACCESS",EASTERN BAY,21,14,6.51000023,V,JR,CORPS,15,9109,I,S,1,12263,6,R, ,W,MD,24,00, ,,436800_9109-R2-1,9109-R2-1,12.7209,16.9082685,0.0700153526544097
2896,177843,4.517707,0,500100,32990,33010,"ATL IW B/W NORFOLK,VA & STJR,FLA",ATLANTIC INTRACOASTAL WATERWAY,633,640,4.51999998,V,JR,CORPS,12,5690,I,S,2,11510,4,R, ,W,GA,13,00, ,,500100_5690-R2-1,5690-R2-1,29.0826,33.36506671,0.0760349432911107
2897,293619,2.276316,0,459100,18890,18880,"BROAD CREEK, VA",BROAD CREEK,2,0,2.27999997,V,DD,CORPS,7,641,I,S,6,12225,3,H,08051996,N,VA,51,00, ,,459100_641-R2-1,641-R2-1,0,2.00360053,0.0316176330859568
2898,184931,2.294115,0,2604000,260300,32090,"TOWN CREEK, SC",TOWN CREEK,0,0,2.28999996,V,DD,VANDERBILT,45, ,I,B,6,11524,5,V,12021998,S,SC,45,00, ,,2604000_NA-R2-2,NA-R2-2,0,2.37804596,0.0360839309271661
2899,376546,3.231193,0,214200,37640,37610,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2239,2237,3.23000002,V,JR,CORPS,99,9100,O,D,5,13006,2,V A,01201997,S,XX,99,00,AT,,214200_9100-R2-1002,9100-R2-1002,709.7512,712.9526,0.0502187731456484
2900,345998,0.257213,0,2396800,239680,11870,"BRISTOL HARBOR, RI",BRISTOL HARBOR,0,0,0.25,V,DD,VANDERBILT,-1,190,I,S,1,13224,3,V,11251996,E,RI,44,00, ,,2396800_190-R2-1003,190-R2-1003,0,0.24647686,0.00461120974471236
2901,351270,0.281782,0,5007500,500750,34610,TROY LOCK & DAM,HUDSON RIVER,153.7,154,0.28,V, ,LOCK,20,5303,I,S,12, ,2,V,09151998,S,NY,36,00, ,,5007500_5303-R2-5,5303-R2-5,80.21644425,80.48118609,0.0043003866879401
2902,294687,25.044525,0,522700,35030,35190,ATLANTIC DEEP WATER SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,41,0,25.14999962,V,DD,CORPS,99,9101,O,U,5,12200,3,V A,01201997,E,XX,99,00,AT,,522700_9101-R2-1019,9101-R2-1019,0,23.93006857,0.435573808119386
2903,188098,4.336413,0,489900,31870,32000,"CEDAR ISLAND, SC",SANTEE RIVER,6,0,4.34000015,V,DD,CORPS,9,856,I,S,7,0,10,H,08071996,E,SC,45,00, ,,489900_856-R2-1,856-R2-1,0,4.2649,0.071036383449703
2904,344334,2.024611,0,389500,12060,12030,"APPONAUG COVE, RI",APPONAUG COVE,0,0,2.01999998,V,DD,CORPS,7,82,I,S,1,13224,4,H,08011996,S,RI,44,00, ,,389500_82-R2-1000,82-R2-1000,0,2.00210082,0.0313526446462334
2905,371116,20.274664,0,355300,8550,8540,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,20.27000046,V,JR,CORPS,99,9101,O,D,5,13312,2,V A,01201997,S,XX,99,00,AT,,355300_9101-R2-1169,9101-R2-1169,0,20.26608353,0.294641141541978
2906,333124,2.474835,0,2426400,242620,14090,"SANDY HOOK BAY, NJ",SANDY HOOK BAY,0,0,2.47000003,V,VR,VANDERBILT,-1,7126,I,B,1,12327,2,R, ,N,NJ,34,00, ,,2426400_7126-R2-1000,7126-R2-1000,0,2.4745,0.0359016544976144
2907,308447,1.720698,0,2507100,250680,250670,"PENWOOD CHANNEL, MD",OLD ROAD BAY,0,0,1.72000003,V,VR,VANDERBILT,-1,7384,I,B,8,12278,2, , ,S,MD,24,00, ,,2507100_7384-R2-1000,7384-R2-1000,0,1.71948132,0.0250428950686788
2908,326197,2.042159,0,431100,16000,15980,"DELAWARE R, PHILA, PA (TO THE SEA)",DELAWARE RIVER,33,31,2.03999996,V,JR,CORPS,40,5250,I,B,1,12304,2,V,12291997,S,DE,10,34, ,,431100_5250-R2-1,5250-R2-1,25.31211929,27.3374297,0.0313097466726555
2909,314512,32.643909,0,3005500,62950,61410,LAKE HURON,LAKE HURON,24,0,32.63999939,V,DD,VANDERBILT,-1,2888,G,D,5,0,2,V A,01201997,W,XX,99,00,CD,,3005500_2888-R4-1000,2888-R4-1000,0,31.08084132,0.625369694086482
2910,372586,16.311041,0,353100,8330,8320,ATL DEEP WTR SPINE ACCESS,ATLANTIC DEEP WATER ACCESS,6,0,16.30999947,V,JR,CORPS,99,9101,O,D,5,13325,2,V A,01201997,S,XX,99,00,AT,,353100_9101-R2-1184,9101-R2-1184,0,16.16416104,0.25271267395239
2911,294463,5.290275,0,2542200,18870,254300,CHESAPEAKE BAY MD AND VA,CHESAPEAKE BAY,0,0,5.28999996,V,VR,VANDERBILT,-1,7306,I,B,1,12225,2,V,01091998,S,VA,51,00, ,,2542200_7306-R2-1000,7306-R2-1000,3.9552,9.0687082,0.088729609297649
2912,162373,4.447274,0,348500,5630,6030,FLA ATL SHALLOW WATER SPINE ACCESS,FLORIDA SHALLOW WATER ACCESS,0,11,4.44999981,V,JR,CORPS,20,9157,O,D,5,11466,2,V A,01201997,W,FL,12,00, ,,348500_9157-R2-1006,9157-R2-1006,0,4.3118041,0.071907865011755
2913,184212,1.496791,0,492733,32290,260600,"STONO R, SC",STONO RIVER,5,3.1,1.5,V,JR,CORPS,11,891,I,S,6,11522,3,R, ,E,SC,45,00, ,,492733_891-R2-1,891-R2-1,0,1.44645778,0.0246909886128664
2914,340156,7.826056,0,404300,13640,13630,"PECONIC RIVER, NY",PECONIC RIVER,6,0,7.82999992,V,DD,CORPS,41,530,I,S,6, ,70,V,04051995,E,NY,36,00, ,,404300_530-R2-1,530-R2-1,0,7.6638656,0.144346670568846
2915,363092,2.009225,0,280300,9220,18580,ATLANTIC DEEP WATER SPINE,ATLANTIC DEEP WATER SPINE,2028,2026,2.00999999,V,JR,CORPS,99,9100,O,D,5,13009,2,V A,01201997,W,XX,99,00,AT,,280300_9100-R2-1002,9100-R2-1002,529.1368,531.0361,0.039046171237129
2916,360742,3.916823,0,398000,9790,6670,"ATLANTIC DEEP WATER SPINE, ME",ATLANTIC DEEP WATER SPINE,1870,1868,3.92000008,V,JR,CORPS,99,9100,O,D,5,13286,2,V A,01201997,S,XX,99,00,AT,,398000_9100-R2-1002,9100-R2-1002,478.4863,482.3803,0.0591324570444392
2917,289970,4.602931,0,473700,37810,30240,WTWY. TO SOUNDS OF NC,ALBEMARLE SOUND,88,74,4.5999999,V,JR,CORPS,10,810,I,S,1,12205,3,R, ,E,NC,37,00, ,,473700_810-R2-1000,810-R2-1000,19.257,23.642,0.0800684728420699
2918,360605,25.048151,0,367600,9770,9760,"ATL. DEEP WTR. SPINE ACCESS, ME",ATLANTIC DEEP WATER ACCESS,6,0,25.04999924,V,JR,CORPS,99,9101,O,D,5,13286,2,V A,01201997,E,XX,99,00,AT,,367600_9101-R2-1084,9101-R2-1084,0,23.53375039,0.496578532916645
2919,295495,19.151459,0,458400,18810,18830,"NANDUA CREEK, VA",NANDUA CREEK,5,0,19.14999962,V,JR,CORPS,4,607,I,S,6,12225,7,R, ,W,VA,51,00, ,,458400_607-R2-1,607-R2-1,0,18.24008501,0.339521689071439
2920,339723,8.958406,0,398100,12870,12850,"BRIDGEPORT, CT MAIN HBR",BRIDGEPORT HARBOR,5,0,8.89999962,V,JR,CORPS,35,71,I,B,1,12364,3, , ,S,CT,09,00, ,,398100_71-R2-1,71-R2-1,0,8.92550199,0.134457097075268
2921,178949,7.150987,0,2645000,32900,264380,OSSABAW SOUND NORTH CHAN,OSSABAW SOUND NORTH CHANNEL,0,0,7.1500001,V,VR,VANDERBILT,-1,7361,I,B,1,11511,5,V A,01201997,E,GA,13,00, ,,2645000_7361-R2-1,7361-R2-1,0,6.98450008,0.119142399889096
2922,352588,4.194936,0,506900,33690,33670,"PLATTSBURGH, NY",PLATTSBURGH HARBOR,3,0,4.19000006,V,DQ,CORPS,9,512,I,S,6,44073-E1-TM-100,2,V2,06231994,E,NY,36,00, ,,506900_512-R2-1,512-R2-1,0,4.1567,0.0813764602823116
2923,333261,0.192954,0,2423800,242930,14070,"NORTON POINT, CONEY ISLAND, NY",GRAVESEND BAY,0,0,0.19,V,DD,VANDERBILT,-1,7101,I,B,1,12327,3,V,11251996,N,NY,36,00, ,,2423800_7101-R2-1000,7101-R2-1000,0,0.18866115,0.00313503851251225
2924,342005,20.372746,0,393400,12390,12370,"CONNECTICUT R BELOW HARTFORD, CT",CONNECTICUT RIVER,6,0,20.37000084,V,DD,CORPS,15,56,I,B,6,12354,19,H,08021996,S,CT,09,00, ,,393400_56-R2-1,56-R2-1,0,20.56288766,0.329269330133644
